name,address1,address2,city,state,zip,phone,type,url
"Able Baker Brewing","10807 Intro Ave",,"Las Vegas",NV,89135-1773,"(702) 581-7742",micro,http://www.ablebakerbrewing.com
"Alibi Ale Works","204 E Enterprise St",,"Incline Village",NV,89451-9456,"(775) 298-7001",micro,http://www.alibialeworks.com
"Bad Beat Brewing","7380 Eastgate Rd Ste 110",,Henderson,NV,89011-4012,"(702) 463-4199",micro,http://www.badbeatbrewing.com
"Banger Brewing Co","450 Fremont St Ste 135",,"Las Vegas",NV,89101-5649,"(702) 456-2739",micro,http://www.bangerbrewing.com
"Barley's Casino and Brewing Co","4500 E Sunset Rd Ste 30",,Henderson,NV,89014-2253,"(702) 458-2739",brewpub,http://www.wildfire.sclv.com/barleys
"Battle Born® Beer","100 N Arlington Ave Ste 100",,Reno,NV,89501-1233,"(818) 317-3128",contract,http://battleborn.beer
"Big Dog's Brewing Co","4547 N Rancho Dr Ste A",,"Las Vegas",NV,89130-3432,"(702) 368-3715",brewpub,http://www.bigdogsbrews.com
"BJs Restaurant & Brewery - Reno","13999 S Virginia St",,Reno,NV,89511-8917,"(775) 853-7575",brewpub,http://www.bjsbrewhouse.com
"Boulder Dam Brewing Company","453 Nevada Way",,"Boulder City",NV,89005-2424,,brewpub,
"Brasserie Saint James","901 S Center St",,Reno,NV,89501-2307,"(775) 348-8888",brewpub,http://www.brasseriesaintjames.com
"Brewery In Planning - Las Vegas",,,"Las Vegas",NV,89130-1401,,planning,
"Brewery In Planning - Las Vegas",,,"Las Vegas",NV,89144-4473,,planning,
"Brewery in Planning - Las Vegas, NV",,,"Las Vegas",NV,89144,"(702) 308-3440",planning,
"Chicago Brewing Co - NV","2201 S Fort Apache Rd",,"Las Vegas",NV,89117-5704,"(702) 254-3333",brewpub,http://www.chicagobrewingcolv.com
"CraftHaus Brewery","7350 Eastgate Rd Ste 110",,Henderson,NV,89011-4071,"(702) 415-9184",micro,http://www.crafthausbrewery.com
"Ellis Island Casino and Brewery","4178 Koval Ln",,"Las Vegas",NV,89109-4568,,brewpub,
"Gordon Biersch Brewery Restaurant - Las Vegas","3987 Paradise Rd",,"Las Vegas",NV,89169-4607,"(702) 312-5247",brewpub,http://www.craftworksrestaurants.com
"Great Basin Brewing Co","846 Victorian Ave",,Sparks,NV,89431-5275,"(775) 355-7711",brewpub,http://www.greatbasinbrewingco.com
"Great Basin Brewing Co","5525 S Virginia St",,Reno,NV,89502-6085,"(775) 284-7711",micro,http://www.greatbasinbrewingco.com
"Great Basin Brewing Co - Production Facility","1155 S Rock Blvd Ste 490",,Reno,NV,89502-7174,"(775) 355-7711",micro,http://www.greatbasinbrewingco.com
"Hop Nuts Brewing","1120 S Main St Ste 120",,"Las Vegas",NV,89104-1080,"(702) 816-5371",micro,http://www.hopnutsbrewing.com
"IMBIB Custom Brews","785 E 2nd St",,Reno,NV,89502-1018,"(775) 303-3385",micro,http://www.imbib.beer
"Immortal Brewing Company",,,"Las Vegas",NV,89183-5893,,planning,http://www.immortalbrewco.com
"Joseph James Brewing Co, Inc","155 N Gibson Rd",,Henderson,NV,89014-6713,"(702) 454-2739",micro,http://www.jjbrewco.com
"Lead Dog Brewing","415 E 4th St",,Reno,NV,89512-3315,"(775) 391-5110",micro,http://www.leaddogbrewing.com
"Little Vixen Brewing",,,"Las Vegas",NV,89138-6120,"(775) 997-5936",planning,
"Lovelady Brewing Company","20 S Water St",,Henderson,NV,89015-7223,"(702) 857-8469",micro,http://www.loveladybrewing.com
Matties,"2535 Mountain City Hwy",,Elko,NV,89801-4496,"(775) 753-5100",bar,http://www.mattiesbar-n-grill.com/
"Micron Beers","490 Mill St",,Reno,NV,89502-1026,"(775) 499-5276",micro,http://www.millstreetstillandbrew.com
"Nevadan Brewing Company",,,"Las Vegas",NV,89139-5939,"(702) 845-5768",planning,http://nevadanbrewing.com
"Occidental Brewing",,,Sparks,NV,89431,"(775) 398-4200",planning,
"Pigeon Head Brewery","840 E 5th St",,Reno,NV,89512-3508,"(775) 276-6766",micro,http://www.pigeonheadbrewery.com
"Pints Brewery and Sports Bar","PO Box 77000",,Laughlin,NV,89028-7000,"(702) 298-4000",brewpub,http://www.coloradobelle.com
"PT's Brewing Co.","3101 N Tenaya Way",,"Las Vegas",NV,89128-0437,,brewpub,
"Reno Brewery",,,Reno,NV,89502-1807,"(775) 636-0014",planning,http://www.renobrewery.com
"Revision Brewing Company","380 S Rock Blvd",,Sparks,NV,89431-5545,"(775) 331-2739",micro,http://www.revisionbrewing.com
"Ruby Mountain Brewing Co","HC 60 Box 100",,Wells,NV,89835-9802,"(775) 752-2337",micro,http://www.rubymountainbrewing.com
"Shoe Tree Brewing Co.","1496 Old Hot Springs Rd",,"Carson City",NV,89706-0627,"(775) 222-0108",micro,http://www.shoetreebrewing.com
"Silver Peak Restaurant and Brewery","124 Wonder St",,Reno,NV,89502-2424,"(775) 324-1864",brewpub,http://www.silverpeakbrewery.com
"Sin City Beer Co","3663 Las Vegas Blvd S Ste 504 Miracle Mile Shops",,"Las Vegas",NV,89109-1951,"(702) 809-4939",contract,http://www.sincitybeer.com
"StoneyHead Brewing LLC","5301 Longley Ln Ste 84C",,Reno,NV,89511-1873,"(775) 829-2337",micro,http://www.stoneyheadbrewing.com
"Tenaya Creek Brewery","831 W Bonanza Rd",,"Las Vegas",NV,89106-3526,"(702) 362-7335",micro,http://www.tenayacreek.com
"The Brew Brothers/Eldorado Hotel and Casino","345 N Virginia St",,Reno,NV,89501-1136,"(775) 786-5700",brewpub,http://www.eldoradoresorts.com
"The Brewer's Cabinet","475 S Arlington Ave Ste 1C",,Reno,NV,89501-2099,"(775) 348-7481",micro,http://www.thebrewerscabinet.com
"The Depot Craft Brewery Distillery","325 E 4th St",,Reno,NV,89512-3313,"(775) 737-4330",brewpub,http://www.thedepotreno.com
"The Fox Brewpub","310 S Carson St",,"Carson City",NV,89701-4754,"(775) 883-1369",brewpub,http://www.foxbrewpub.com
"Tonopah Brewing Co","315 S Main St",,Tonopah,NV,89049,"(775) 482-2000",brewpub,http://www.tonopahbrewing.com
